week_date,week_number,month_number,calendar_year,region,platform,segment,age_band,demographic,customer_type,transactions,sales,avg_transaction,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,Existing,2900,80314,27.69,
03-08-2020,31,8,2020,AFRICA,Retail,F2,Middle Aged,Families,Existing,259239,13763594,53.09,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,Existing,1262,59645,47.26,
03-08-2020,31,8,2020,USA,Retail,Unknown,Unknown,Unknown,New,22515,948888,42.14,
03-08-2020,31,8,2020,EUROPE,Retail,F2,Middle Aged,Families,Existing,13816,829369,60.03,
03-08-2020,31,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,New,281,41085,146.21,
03-08-2020,31,8,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,385,71965,186.92,
03-08-2020,31,8,2020,ASIA,Retail,F3,Retirees,Families,New,82178,2555608,31.1,
03-08-2020,31,8,2020,USA,Retail,C2,Middle Aged,Couples,Existing,42925,2112377,49.21,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,New,25,3929,157.16,
03-08-2020,31,8,2020,EUROPE,Shopify,C4,Retirees,Couples,New,2,762,381,
03-08-2020,31,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Existing,35052,1434267,40.92,
03-08-2020,31,8,2020,CANADA,Shopify,C3,Retirees,Couples,Existing,760,135351,178.09,
03-08-2020,31,8,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,292,49577,169.78,
03-08-2020,31,8,2020,USA,Retail,C1,Young Adults,Couples,Existing,56122,2336040,41.62,
03-08-2020,31,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,Existing,9712,471671,48.57,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,Existing,37,7350,198.65,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,Existing,98,20494,209.12,
03-08-2020,31,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,New,465,59473,127.9,
03-08-2020,31,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,New,6,2901,483.5,
03-08-2020,31,8,2020,ASIA,Retail,C2,Middle Aged,Couples,Existing,122624,4694548,38.28,
03-08-2020,31,8,2020,USA,Shopify,C1,Young Adults,Couples,Existing,735,122312,166.41,
03-08-2020,31,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,Existing,655,118436,180.82,
03-08-2020,31,8,2020,USA,Retail,C3,Retirees,Couples,New,44879,1710355,38.11,
03-08-2020,31,8,2020,AFRICA,Retail,F2,Middle Aged,Families,New,59545,2044756,34.34,
03-08-2020,31,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Guest,380808,10636371,27.93,
03-08-2020,31,8,2020,USA,Retail,C3,Retirees,Couples,Existing,101765,5673928,55.76,
03-08-2020,31,8,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,5342,290457,54.37,
03-08-2020,31,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,New,102,15488,151.84,
03-08-2020,31,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Guest,2421,439650,181.6,
03-08-2020,31,8,2020,AFRICA,Retail,C1,Young Adults,Couples,New,91498,2291660,25.05,
03-08-2020,31,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Existing,375,66788,178.1,
03-08-2020,31,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,Existing,2210,394490,178.5,
03-08-2020,31,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Existing,8326,440934,52.96,
03-08-2020,31,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,505,84868,168.06,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,New,1174,41633,35.46,
03-08-2020,31,8,2020,CANADA,Shopify,C3,Retirees,Couples,New,100,15599,155.99,
03-08-2020,31,8,2020,CANADA,Retail,F1,Young Adults,Families,New,6175,228738,37.04,
03-08-2020,31,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Guest,1553,254168,163.66,
03-08-2020,31,8,2020,USA,Retail,F3,Retirees,Families,New,27023,1045069,38.67,
03-08-2020,31,8,2020,CANADA,Shopify,F2,Middle Aged,Families,New,87,12913,148.43,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,New,246,8872,36.07,
03-08-2020,31,8,2020,EUROPE,Retail,F3,Retirees,Families,Existing,18485,1133877,61.34,
03-08-2020,31,8,2020,USA,Retail,C2,Middle Aged,Couples,New,25783,878770,34.08,
03-08-2020,31,8,2020,ASIA,Shopify,F1,Young Adults,Families,New,173,23265,134.48,
03-08-2020,31,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,New,12,3773,314.42,
03-08-2020,31,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,New,104668,2892022,27.63,
03-08-2020,31,8,2020,USA,Retail,F1,Young Adults,Families,New,10778,426024,39.53,
03-08-2020,31,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,New,11,4265,387.73,
03-08-2020,31,8,2020,USA,Retail,Unknown,Unknown,Unknown,Existing,13944,680214,48.78,
03-08-2020,31,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,New,286,35954,125.71,
03-08-2020,31,8,2020,CANADA,Retail,C2,Middle Aged,Couples,New,14264,494801,34.69,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,Existing,130,26592,204.55,
03-08-2020,31,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Existing,106,18314,172.77,
03-08-2020,31,8,2020,ASIA,Retail,C2,Middle Aged,Couples,New,81639,2148701,26.32,
03-08-2020,31,8,2020,ASIA,Shopify,F3,Retirees,Families,Existing,1769,346746,196.01,
03-08-2020,31,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,New,280,41486,148.16,
03-08-2020,31,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Existing,633,121649,192.18,
03-08-2020,31,8,2020,USA,Shopify,Unknown,Unknown,Unknown,New,158,27496,174.03,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Existing,309,9258,29.96,
03-08-2020,31,8,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3692,773324,209.46,
03-08-2020,31,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Existing,46226,1916895,41.47,
03-08-2020,31,8,2020,CANADA,Retail,C4,Retirees,Couples,Existing,28378,1401391,49.38,
03-08-2020,31,8,2020,CANADA,Retail,F3,Retirees,Families,New,17871,627747,35.13,
03-08-2020,31,8,2020,USA,Shopify,F3,Retirees,Families,Existing,930,193590,208.16,
03-08-2020,31,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,New,81643,2864778,35.09,
03-08-2020,31,8,2020,AFRICA,Retail,C4,Retirees,Couples,New,45605,1532557,33.61,
03-08-2020,31,8,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,1971,384914,195.29,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,New,875,32665,37.33,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,New,3,651,217,
03-08-2020,31,8,2020,CANADA,Retail,F1,Young Adults,Families,Existing,23165,1217020,52.54,
03-08-2020,31,8,2020,AFRICA,Shopify,F1,Young Adults,Families,New,156,23031,147.63,
03-08-2020,31,8,2020,ASIA,Retail,C3,Retirees,Couples,New,113155,3458770,30.57,
03-08-2020,31,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,Existing,64,14772,230.81,
03-08-2020,31,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,New,292,49202,168.5,
03-08-2020,31,8,2020,AFRICA,Retail,C1,Young Adults,Couples,Existing,174837,6486903,37.1,
03-08-2020,31,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,Existing,2363,446202,188.83,
03-08-2020,31,8,2020,EUROPE,Retail,C4,Retirees,Couples,New,1582,68886,43.54,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,Existing,1278,59698,46.71,
03-08-2020,31,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,Existing,328448,17048578,51.91,
03-08-2020,31,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,Existing,4287,804677,187.7,
03-08-2020,31,8,2020,USA,Shopify,F1,Young Adults,Families,Existing,1296,240829,185.82,
03-08-2020,31,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,New,2922,129132,44.19,
03-08-2020,31,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Guest,5694,975397,171.3,
03-08-2020,31,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,New,479,79978,166.97,
03-08-2020,31,8,2020,CANADA,Shopify,F1,Young Adults,Families,New,43,5654,131.49,
03-08-2020,31,8,2020,ASIA,Shopify,F3,Retirees,Families,New,99,15337,154.92,
03-08-2020,31,8,2020,ASIA,Retail,C1,Young Adults,Couples,Existing,174238,5903130,33.88,
03-08-2020,31,8,2020,USA,Shopify,F2,Middle Aged,Families,New,119,20774,174.57,
03-08-2020,31,8,2020,AFRICA,Shopify,C3,Retirees,Couples,New,296,49446,167.05,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Guest,389403,15849162,40.7,
03-08-2020,31,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,Existing,161833,6333845,39.14,
03-08-2020,31,8,2020,USA,Retail,F1,Young Adults,Families,Existing,38907,2197660,56.48,
03-08-2020,31,8,2020,EUROPE,Retail,C1,Young Adults,Couples,New,4317,136064,31.52,
03-08-2020,31,8,2020,USA,Retail,F3,Retirees,Families,Existing,139847,8500159,60.78,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,Existing,931,35918,38.58,
03-08-2020,31,8,2020,OCEANIA,Retail,C4,Retirees,Couples,New,61581,1905328,30.94,
03-08-2020,31,8,2020,USA,Shopify,C3,Retirees,Couples,New,182,27724,152.33,
03-08-2020,31,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,New,54234,1667548,30.75,
03-08-2020,31,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,New,252,8008,31.78,
03-08-2020,31,8,2020,ASIA,Shopify,C1,Young Adults,Couples,Existing,1211,198113,163.59,
03-08-2020,31,8,2020,CANADA,Retail,C1,Young Adults,Couples,Existing,53662,2195120,40.91,
03-08-2020,31,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,New,55812,2202351,39.46,
03-08-2020,31,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,New,374,50935,136.19,
03-08-2020,31,8,2020,AFRICA,Shopify,F1,Young Adults,Families,Existing,2436,444135,182.32,
03-08-2020,31,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Existing,35771,1559030,43.58,
03-08-2020,31,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,Existing,110,25571,232.46,
27-07-2020,30,7,2020,AFRICA,Shopify,F2,Middle Aged,Families,New,303,43750,144.39,
27-07-2020,30,7,2020,CANADA,Retail,F1,Young Adults,Families,New,6262,225203,35.96,
27-07-2020,30,7,2020,USA,Shopify,F1,Young Adults,Families,Existing,1311,242451,184.94,
27-07-2020,30,7,2020,EUROPE,Shopify,F3,Retirees,Families,Existing,119,30415,255.59,
27-07-2020,30,7,2020,CANADA,Shopify,C4,Retirees,Couples,New,22,2629,119.5,
27-07-2020,30,7,2020,CANADA,Retail,Unknown,Unknown,Unknown,Guest,387939,10778735,27.78,
27-07-2020,30,7,2020,OCEANIA,Retail,F3,Retirees,Families,Existing,543056,29438399,54.21,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,Existing,997,38369,38.48,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,New,3,890,296.67,
27-07-2020,30,7,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,99,18960,191.52,
27-07-2020,30,7,2020,OCEANIA,Retail,F2,Middle Aged,Families,New,84615,2782614,32.89,
27-07-2020,30,7,2020,EUROPE,Shopify,F2,Middle Aged,Families,New,6,947,157.83,
27-07-2020,30,7,2020,CANADA,Retail,F2,Middle Aged,Families,Existing,60124,3198412,53.2,
27-07-2020,30,7,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,95,13149,138.41,
27-07-2020,30,7,2020,AFRICA,Shopify,C1,Young Adults,Couples,New,359,42767,119.13,
27-07-2020,30,7,2020,EUROPE,Retail,C2,Middle Aged,Couples,New,2917,111206,38.12,
27-07-2020,30,7,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Guest,1562742,44339163,28.37,
27-07-2020,30,7,2020,USA,Shopify,F2,Middle Aged,Families,Existing,1963,377502,192.31,
27-07-2020,30,7,2020,USA,Retail,Unknown,Unknown,Unknown,Guest,521424,16227305,31.12,
27-07-2020,30,7,2020,ASIA,Shopify,F2,Middle Aged,Families,New,270,31400,116.3,
27-07-2020,30,7,2020,EUROPE,Retail,C1,Young Adults,Couples,New,4424,138468,31.3,
27-07-2020,30,7,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2478,481821,194.44,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,New,51,8501,166.69,
27-07-2020,30,7,2020,AFRICA,Retail,F3,Retirees,Families,Existing,401123,22325991,55.66,
27-07-2020,30,7,2020,ASIA,Retail,C3,Retirees,Couples,Existing,243441,10930601,44.9,
27-07-2020,30,7,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,2009,376313,187.31,
27-07-2020,30,7,2020,EUROPE,Retail,F3,Retirees,Families,Existing,18574,1139273,61.34,
27-07-2020,30,7,2020,USA,Retail,F1,Young Adults,Families,Existing,38680,2155696,55.73,
27-07-2020,30,7,2020,EUROPE,Shopify,C2,Middle Aged,Couples,Existing,158,57870,366.27,
27-07-2020,30,7,2020,EUROPE,Shopify,F3,Retirees,Families,New,4,488,122,
27-07-2020,30,7,2020,OCEANIA,Retail,F1,Young Adults,Families,Existing,143801,7019414,48.81,
27-07-2020,30,7,2020,EUROPE,Retail,C3,Retirees,Couples,New,4338,186004,42.88,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,New,242,9147,37.8,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,New,23,2815,122.39,
27-07-2020,30,7,2020,CANADA,Retail,C1,Young Adults,Couples,Existing,54937,2227148,40.54,
27-07-2020,30,7,2020,USA,Retail,F2,Middle Aged,Families,New,26087,943932,36.18,
27-07-2020,30,7,2020,CANADA,Retail,F2,Middle Aged,Families,New,16263,561667,34.54,
27-07-2020,30,7,2020,CANADA,Shopify,C1,Young Adults,Couples,New,125,13180,105.44,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,Existing,43,9010,209.53,
27-07-2020,30,7,2020,OCEANIA,Shopify,C3,Retirees,Couples,Existing,4501,898086,199.53,
27-07-2020,30,7,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,New,540,79612,147.43,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,New,24,4437,184.88,
27-07-2020,30,7,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Existing,88,14326,162.8,
27-07-2020,30,7,2020,USA,Retail,C3,Retirees,Couples,Existing,102024,5667340,55.55,
27-07-2020,30,7,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,5400,292051,54.08,
27-07-2020,30,7,2020,ASIA,Retail,F1,Young Adults,Families,New,28377,860633,30.33,
27-07-2020,30,7,2020,USA,Shopify,C1,Young Adults,Couples,New,196,24976,127.43,
27-07-2020,30,7,2020,ASIA,Retail,Unknown,Unknown,Unknown,Guest,1899390,47765471,25.15,
27-07-2020,30,7,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Guest,2418439,62928637,26.02,
27-07-2020,30,7,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Guest,314,68474,218.07,
27-07-2020,30,7,2020,AFRICA,Retail,F1,Young Adults,Families,New,21486,744488,34.65,
27-07-2020,30,7,2020,AFRICA,Retail,F2,Middle Aged,Families,Existing,271269,14326523,52.81,
27-07-2020,30,7,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Guest,102236,3572043,34.94,
27-07-2020,30,7,2020,ASIA,Shopify,F2,Middle Aged,Families,Existing,3004,534290,177.86,
27-07-2020,30,7,2020,USA,Retail,C2,Middle Aged,Couples,Existing,42647,2078352,48.73,
27-07-2020,30,7,2020,USA,Shopify,C4,Retirees,Couples,New,27,4561,168.93,
27-07-2020,30,7,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,New,359,57245,159.46,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,Existing,1351,65898,48.78,
27-07-2020,30,7,2020,AFRICA,Retail,F1,Young Adults,Families,Existing,96894,4968515,51.28,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,New,4,693,173.25,
27-07-2020,30,7,2020,CANADA,Retail,Unknown,Unknown,Unknown,Existing,7621,348108,45.68,
27-07-2020,30,7,2020,ASIA,Shopify,C2,Middle Aged,Couples,Existing,2226,385205,173.05,
27-07-2020,30,7,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,590,88599,150.17,
27-07-2020,30,7,2020,ASIA,Shopify,F1,Young Adults,Families,Existing,2094,345413,164.95,
27-07-2020,30,7,2020,ASIA,Shopify,C4,Retirees,Couples,New,56,6463,115.41,
27-07-2020,30,7,2020,OCEANIA,Shopify,F1,Young Adults,Families,Existing,4216,767267,181.99,
27-07-2020,30,7,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Existing,2822,130785,46.34,
27-07-2020,30,7,2020,ASIA,Retail,C1,Young Adults,Couples,New,130668,2816617,21.56,
27-07-2020,30,7,2020,AFRICA,Shopify,C4,Retirees,Couples,New,74,11402,154.08,
27-07-2020,30,7,2020,CANADA,Retail,C4,Retirees,Couples,Existing,28751,1434938,49.91,
27-07-2020,30,7,2020,EUROPE,Shopify,F1,Young Adults,Families,Existing,125,31048,248.38,
27-07-2020,30,7,2020,ASIA,Shopify,Unknown,Unknown,Unknown,New,368,52621,142.99,
27-07-2020,30,7,2020,EUROPE,Retail,C4,Retirees,Couples,New,1566,71342,45.56,
27-07-2020,30,7,2020,OCEANIA,Shopify,C1,Young Adults,Couples,New,572,67668,118.3,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,New,280,8992,32.11,
27-07-2020,30,7,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Existing,43186,1761105,40.78,
27-07-2020,30,7,2020,AFRICA,Shopify,C3,Retirees,Couples,New,342,56183,164.28,
27-07-2020,30,7,2020,CANADA,Shopify,F3,Retirees,Families,Existing,663,121017,182.53,
27-07-2020,30,7,2020,AFRICA,Retail,C3,Retirees,Couples,Existing,287543,14525044,50.51,
27-07-2020,30,7,2020,AFRICA,Retail,F2,Middle Aged,Families,New,61133,2081243,34.04,
27-07-2020,30,7,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Existing,29,7741,266.93,
27-07-2020,30,7,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,339391,16292370,48,
27-07-2020,30,7,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,158,44064,278.89,
27-07-2020,30,7,2020,USA,Retail,F2,Middle Aged,Families,Existing,92982,5238225,56.34,
27-07-2020,30,7,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2626,518203,197.34,
27-07-2020,30,7,2020,CANADA,Retail,C4,Retirees,Couples,New,11954,381937,31.95,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,Existing,8,1641,205.13,
27-07-2020,30,7,2020,ASIA,Retail,F2,Middle Aged,Families,Existing,216558,10346670,47.78,
27-07-2020,30,7,2020,USA,Retail,C2,Middle Aged,Couples,New,26001,902697,34.72,
27-07-2020,30,7,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,New,15,5501,366.73,
27-07-2020,30,7,2020,ASIA,Retail,F3,Retirees,Families,Existing,395850,19734091,49.85,
27-07-2020,30,7,2020,OCEANIA,Retail,F1,Young Adults,Families,New,38081,1216238,31.94,
27-07-2020,30,7,2020,EUROPE,Shopify,F1,Young Adults,Families,New,4,748,187,
27-07-2020,30,7,2020,ASIA,Shopify,C1,Young Adults,Couples,Existing,1349,211344,156.67,
27-07-2020,30,7,2020,EUROPE,Retail,F3,Retirees,Families,New,1857,80619,43.41,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,Existing,61,14015,229.75,
27-07-2020,30,7,2020,ASIA,Retail,C4,Retirees,Couples,Existing,108420,4762558,43.93,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,Existing,3180,84123,26.45,
27-07-2020,30,7,2020,EUROPE,Retail,C2,Middle Aged,Couples,Existing,9847,479626,48.71,
27-07-2020,30,7,2020,EUROPE,Shopify,C4,Retirees,Couples,New,2,324,162,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,New,1204,41097,34.13,
27-07-2020,30,7,2020,CANADA,Shopify,C3,Retirees,Couples,Existing,800,143714,179.64,
27-07-2020,30,7,2020,ASIA,Shopify,F1,Young Adults,Families,New,218,25143,115.33,
27-07-2020,30,7,2020,ASIA,Retail,F3,Retirees,Families,New,83434,2554095,30.61,
27-07-2020,30,7,2020,CANADA,Shopify,C3,Retirees,Couples,New,102,13259,129.99,
27-07-2020,30,7,2020,CANADA,Retail,C2,Middle Aged,Couples,New,14594,465334,31.89,
27-07-2020,30,7,2020,USA,Retail,C4,Retirees,Couples,New,17721,625767,35.31,
27-07-2020,30,7,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,410,74509,181.73,
27-07-2020,30,7,2020,EUROPE,Retail,Unknown,Unknown,Unknown,New,3076,137453,44.69,
27-07-2020,30,7,2020,EUROPE,Retail,C1,Young Adults,Couples,Existing,14583,645839,44.29,
27-07-2020,30,7,2020,ASIA,Shopify,C1,Young Adults,Couples,New,365,36418,99.78,
27-07-2020,30,7,2020,AFRICA,Retail,C1,Young Adults,Couples,New,96687,2404649,24.87,
27-07-2020,30,7,2020,AFRICA,Retail,C2,Middle Aged,Couples,Existing,112726,4791080,42.5,
27-07-2020,30,7,2020,USA,Retail,F3,Retirees,Families,Existing,140669,8519454,60.56,
27-07-2020,30,7,2020,USA,Shopify,Unknown,Unknown,Unknown,New,165,25411,154.01,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,New,49,7603,155.16,
27-07-2020,30,7,2020,USA,Shopify,C1,Young Adults,Couples,Existing,738,125858,170.54,
27-07-2020,30,7,2020,CANADA,Shopify,Unknown,Unknown,Unknown,New,94,12923,137.48,
27-07-2020,30,7,2020,ASIA,Retail,C2,Middle Aged,Couples,Existing,129305,4869206,37.66,
27-07-2020,30,7,2020,EUROPE,Shopify,C3,Retirees,Couples,New,9,2186,242.89,
27-07-2020,30,7,2020,OCEANIA,Retail,C4,Retirees,Couples,New,61586,1893294,30.74,
27-07-2020,30,7,2020,CANADA,Retail,F3,Retirees,Families,New,17907,626785,35,
27-07-2020,30,7,2020,USA,Shopify,F3,Retirees,Families,Existing,944,192040,203.43,
27-07-2020,30,7,2020,ASIA,Retail,F2,Middle Aged,Families,New,64697,1952513,30.18,
27-07-2020,30,7,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Existing,356,64996,182.57,
27-07-2020,30,7,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,283,50162,177.25,
27-07-2020,30,7,2020,AFRICA,Shopify,F2,Middle Aged,Families,Existing,4804,898969,187.13,
27-07-2020,30,7,2020,EUROPE,Shopify,F2,Middle Aged,Families,Existing,209,43747,209.32,
27-07-2020,30,7,2020,CANADA,Shopify,F3,Retirees,Families,New,54,6222,115.22,
27-07-2020,30,7,2020,OCEANIA,Retail,C1,Young Adults,Couples,New,170052,3847398,22.62,
27-07-2020,30,7,2020,EUROPE,Retail,F2,Middle Aged,Families,New,1691,77439,45.79,
27-07-2020,30,7,2020,ASIA,Shopify,F3,Retirees,Families,New,134,17729,132.31,
27-07-2020,30,7,2020,USA,Shopify,C2,Middle Aged,Couples,Existing,1377,259629,188.55,
27-07-2020,30,7,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3781,760201,201.06,
27-07-2020,30,7,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Existing,346,61809,178.64,
27-07-2020,30,7,2020,USA,Retail,C3,Retirees,Couples,New,45258,1717261,37.94,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,New,912,34091,37.38,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,Existing,762,29196,38.31,
27-07-2020,30,7,2020,USA,Retail,C1,Young Adults,Couples,New,35404,958758,27.08,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,New,2402,49717,20.7,
27-07-2020,30,7,2020,EUROPE,Retail,F1,Young Adults,Families,New,914,38774,42.42,
27-07-2020,30,7,2020,USA,Shopify,C3,Retirees,Couples,New,189,28001,148.15,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,Existing,1262,60902,48.26,
27-07-2020,30,7,2020,ASIA,Shopify,C2,Middle Aged,Couples,New,507,61013,120.34,
27-07-2020,30,7,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Guest,1804,273835,151.79,
27-07-2020,30,7,2020,CANADA,Retail,C3,Retirees,Couples,New,27444,938768,34.21,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,Existing,96,19467,202.78,
27-07-2020,30,7,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,22,5460,248.18,
27-07-2020,30,7,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Existing,572,110373,192.96,
27-07-2020,30,7,2020,USA,Retail,Unknown,Unknown,Unknown,New,21426,909661,42.46,
27-07-2020,30,7,2020,USA,Shopify,C4,Retirees,Couples,Existing,156,28437,182.29,
27-07-2020,30,7,2020,OCEANIA,Shopify,F1,Young Adults,Families,New,367,48699,132.69,
27-07-2020,30,7,2020,AFRICA,Shopify,C2,Middle Aged,Couples,Existing,2542,468245,184.2,
27-07-2020,30,7,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,15934,879849,55.22,
27-07-2020,30,7,2020,CANADA,Shopify,F1,Young Adults,Families,New,77,10463,135.88,
27-07-2020,30,7,2020,USA,Retail,C1,Young Adults,Couples,Existing,56812,2343529,41.25,
27-07-2020,30,7,2020,CANADA,Shopify,C2,Middle Aged,Couples,New,117,13137,112.28,
27-07-2020,30,7,2020,USA,Shopify,F3,Retirees,Families,New,55,9224,167.71,
27-07-2020,30,7,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,New,4,683,170.75,
27-07-2020,30,7,2020,ASIA,Retail,C4,Retirees,Couples,New,48855,1364098,27.92,
27-07-2020,30,7,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,New,78938,2727018,34.55,
27-07-2020,30,7,2020,CANADA,Retail,C1,Young Adults,Couples,New,29792,758731,25.47,
27-07-2020,30,7,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,Existing,1197,60228,50.32,
27-07-2020,30,7,2020,USA,Shopify,F2,Middle Aged,Families,New,158,21978,139.1,
27-07-2020,30,7,2020,CANADA,Shopify,F1,Young Adults,Families,Existing,785,127328,162.2,
